"","SERIALNO","AGEP","COW","JWRIP","JWTR","HINCP","atransit","bus","SC","subway","rail","bike","home"
"33558",1329900,38,1,1,1,143300,0,0,0,0,0,0,0
"33559",1329900,32,1,0,11,143300,1,0,0,0,0,0,1
"33560",1329900,41,1,1,1,143300,0,0,0,0,0,0,0
"33561",1329930,58,1,1,1,72500,0,0,0,0,0,0,0
"33562",1329930,56,1,0,2,72500,1,1,0,0,0,0,0
"33563",1329987,40,1,1,1,79000,0,0,0,0,0,0,0
"33564",1329987,41,1,1,1,79000,0,0,0,0,0,0,0
"33565",1330007,59,1,0,11,126000,1,0,0,0,0,0,1
"33566",1330007,58,1,1,1,126000,0,0,0,0,0,0,0
"33567",1330078,57,1,1,1,80000,0,0,0,0,0,0,0
"33568",1330085,63,6,0,11,265000,1,0,0,0,0,0,1
"33569",1330085,57,6,1,1,265000,0,0,0,0,0,0,0
"33572",1330380,49,1,0,8,26700,0,0,0,0,0,0,0
"33576",1330424,46,1,1,1,153000,0,0,0,0,0,0,0
"33578",1330546,42,1,0,6,209000,0,0,0,0,0,0,0
"33579",1330556,47,1,1,1,150000,0,0,0,0,0,0,0
"33580",1330556,45,1,0,4,150000,1,0,0,1,0,0,0
"33581",1330587,61,1,1,1,155000,0,0,0,0,0,0,0
"33582",1330587,23,1,1,1,155000,0,0,0,0,0,0,0
"33583",1330720,33,1,1,1,34000,0,0,0,0,0,0,0
"33584",1330720,33,1,1,1,34000,0,0,0,0,0,0,0
"33587",1330760,38,1,1,1,150000,0,0,0,0,0,0,0
"33588",1330770,39,6,0,11,129500,1,0,0,0,0,0,1
"33589",1330824,61,3,1,1,120400,0,0,0,0,0,0,0
"33590",1330824,53,1,1,1,120400,0,0,0,0,0,0,0
"33591",1330824,62,1,1,1,120400,0,0,0,0,0,0,0
"33592",1330842,28,1,0,10,56000,0,0,0,0,0,0,0
"33593",1330859,34,1,0,10,48000,0,0,0,0,0,0,0
"33594",1330902,32,1,0,2,175000,1,1,0,0,0,0,0
"33596",1330915,33,1,1,1,137000,0,0,0,0,0,0,0
"33597",1330915,42,2,1,1,137000,0,0,0,0,0,0,0
"33598",1330973,52,1,1,1,193000,0,0,0,0,0,0,0
"33599",1330973,52,2,1,1,193000,0,0,0,0,0,0,0
"33600",1330973,25,1,0,10,193000,0,0,0,0,0,0,0
"33601",1330997,35,1,1,1,230000,0,0,0,0,0,0,0
"33602",1330997,36,1,1,1,230000,0,0,0,0,0,0,0
"33603",1331003,27,1,0,4,47000,1,0,0,1,0,0,0
"33604",1331046,43,1,0,4,70500,1,0,0,1,0,0,0
"33605",1331046,43,1,0,11,70500,1,0,0,0,0,0,1
"33606",1331104,48,1,1,1,164300,0,0,0,0,0,0,0
"33607",1331104,37,2,1,1,164300,0,0,0,0,0,0,0
"33608",1331104,25,1,1,1,164300,0,0,0,0,0,0,0
"33609",1331104,26,2,1,1,164300,0,0,0,0,0,0,0
"33610",1331113,54,1,1,1,175400,0,0,0,0,0,0,0
"33611",1331113,54,1,0,4,175400,1,0,0,1,0,0,0
"33612",1331113,27,1,0,4,175400,1,0,0,1,0,0,0
"33613",1331113,24,3,0,10,175400,0,0,0,0,0,0,0
"33614",1331130,50,1,0,10,38000,0,0,0,0,0,0,0
"33615",1331159,35,4,0,2,55900,1,1,0,0,0,0,0
"33616",1331159,34,2,0,2,55900,1,1,0,0,0,0,0
"33618",1331230,24,1,1,1,21600,0,0,0,0,0,0,0
"33620",1331238,58,6,1,1,70001,0,0,0,0,0,0,0
"33621",1331238,64,1,1,1,70001,0,0,0,0,0,0,0
"33624",1331512,53,2,1,1,80090,0,0,0,0,0,0,0
"33626",1331572,45,3,1,1,65000,0,0,0,0,0,0,0
"33629",1331613,51,6,1,1,60008,0,0,0,0,0,0,0
"33630",1331638,61,1,0,2,34500,1,1,0,0,0,0,0
"33633",1331682,60,1,1,1,61400,0,0,0,0,0,0,0
"33635",1331801,46,3,1,1,150500,0,0,0,0,0,0,0
"33636",1331801,51,7,0,11,150500,1,0,0,0,0,0,1
"33637",1331801,50,1,1,1,150500,0,0,0,0,0,0,0
"33638",1331801,34,1,1,1,150500,0,0,0,0,0,0,0
"33639",1331813,34,1,1,1,33000,0,0,0,0,0,0,0
"33641",1331816,60,1,0,11,254400,1,0,0,0,0,0,1
"33642",1331816,64,7,1,1,254400,0,0,0,0,0,0,0
"33644",1331841,35,1,1,1,76300,0,0,0,0,0,0,0
"33646",1331887,48,5,1,1,213400,0,0,0,0,0,0,0
"33647",1331928,41,2,0,5,174000,1,0,0,0,1,0,0
"33648",1331928,42,1,0,5,174000,1,0,0,0,1,0,0
"33651",1332130,46,6,1,1,135000,0,0,0,0,0,0,0
"33652",1332130,32,6,1,1,135000,0,0,0,0,0,0,0
"33653",1332242,30,1,1,1,80000,0,0,0,0,0,0,0
"33654",1332471,43,1,0,11,215400,1,0,0,0,0,0,1
"33655",1332471,39,1,1,1,215400,0,0,0,0,0,0,0
"33656",1332549,32,1,0,2,27000,1,1,0,0,0,0,0
"33658",1332578,60,1,1,1,130000,0,0,0,0,0,0,0
"33660",1332602,45,1,1,1,122000,0,0,0,0,0,0,0
"33661",1332682,49,1,1,1,170000,0,0,0,0,0,0,0
"33662",1332682,51,1,1,1,170000,0,0,0,0,0,0,0
"33663",1332684,33,1,0,10,25400,0,0,0,0,0,0,0
"33665",1332700,50,1,1,1,260000,0,0,0,0,0,0,0
"33666",1332700,50,7,1,1,260000,0,0,0,0,0,0,0
"33667",1332847,36,1,1,1,53500,0,0,0,0,0,0,0
"33668",1332847,53,1,0,12,53500,0,0,0,0,0,0,0
"33670",1332963,60,1,1,1,57000,0,0,0,0,0,0,0
"33671",1332963,28,6,1,1,57000,0,0,0,0,0,0,0
"33673",1332991,58,1,0,11,119000,1,0,0,0,0,0,1
"33677",1333140,39,3,1,1,72000,0,0,0,0,0,0,0
"33678",1333319,41,1,1,1,203000,0,0,0,0,0,0,0
"33680",1333324,50,1,1,1,48200,0,0,0,0,0,0,0
"33684",1333361,40,1,1,1,22000,0,0,0,0,0,0,0
"33685",1333376,56,1,1,1,120200,0,0,0,0,0,0,0
"33687",1333376,24,1,0,11,120200,1,0,0,0,0,0,1
"33688",1333378,51,3,1,1,122000,0,0,0,0,0,0,0
"33689",1333378,49,4,0,10,122000,0,0,0,0,0,0,0
"33691",1333637,56,1,1,1,202000,0,0,0,0,0,0,0
"33697",1333803,47,7,1,1,363000,0,0,0,0,0,0,0
"33698",1333803,55,1,1,1,363000,0,0,0,0,0,0,0
"33699",1333812,34,6,1,1,100000,0,0,0,0,0,0,0
"33700",1333825,56,3,1,1,29200,0,0,0,0,0,0,0
"33702",1333898,52,1,0,12,56500,0,0,0,0,0,0,0
"33703",1333952,58,1,0,4,218600,1,0,0,1,0,0,0
"33705",1333964,31,1,1,1,71600,0,0,0,0,0,0,0
"33707",1334063,62,3,1,1,270300,0,0,0,0,0,0,0
"33708",1334197,36,1,1,1,75000,0,0,0,0,0,0,0
"33709",1334332,56,2,1,1,117800,0,0,0,0,0,0,0
"33710",1334332,44,1,1,1,117800,0,0,0,0,0,0,0
"33711",1334332,25,1,1,1,117800,0,0,0,0,0,0,0
"33714",1334739,57,1,1,1,73300,0,0,0,0,0,0,0
"33715",1334751,49,1,1,1,91000,0,0,0,0,0,0,0
"33717",1335007,26,1,1,1,8700,0,0,0,0,0,0,0
"33719",1335136,48,1,1,1,48000,0,0,0,0,0,0,0
"33720",1335155,47,1,1,1,170200,0,0,0,0,0,0,0
"33721",1335209,43,1,1,1,457500,0,0,0,0,0,0,0
"33722",1335230,39,1,1,1,140050,0,0,0,0,0,0,0
"33726",1335517,52,1,0,4,525300,1,0,0,1,0,0,0
"33727",1335595,43,1,1,1,104000,0,0,0,0,0,0,0
"33728",1335595,44,1,1,1,104000,0,0,0,0,0,0,0
"33732",1335717,38,3,0,4,158670,1,0,0,1,0,0,0
"33733",1335770,24,1,1,1,47000,0,0,0,0,0,0,0
"33734",1335781,44,3,1,1,12800,0,0,0,0,0,0,0
"33735",1335811,49,1,1,1,88900,0,0,0,0,0,0,0
"33736",1335811,46,3,1,1,88900,0,0,0,0,0,0,0
"33737",1335872,31,1,1,1,61000,0,0,0,0,0,0,0
"33738",1335872,30,1,1,1,61000,0,0,0,0,0,0,0
"33739",1336023,54,6,1,1,44000,0,0,0,0,0,0,0
"33740",1336030,60,1,1,1,232600,0,0,0,0,0,0,0
"33741",1336030,61,1,1,1,232600,0,0,0,0,0,0,0
"33742",1336105,26,2,1,1,91004,0,0,0,0,0,0,0
"33743",1336105,26,2,0,2,91004,1,1,0,0,0,0,0
"33744",1336214,40,1,0,11,205000,1,0,0,0,0,0,1
"33745",1336214,37,1,1,1,205000,0,0,0,0,0,0,0
"33746",1336260,41,1,0,4,221001,1,0,0,1,0,0,0
"33747",1336260,36,2,0,4,221001,1,0,0,1,0,0,0
"33751",1336756,47,5,1,1,146700,0,0,0,0,0,0,0
"33752",1336876,57,1,1,1,52000,0,0,0,0,0,0,0
"33753",1336924,25,1,1,1,31000,0,0,0,0,0,0,0
"33756",1336958,60,1,0,4,225000,1,0,0,1,0,0,0
"33757",1337084,54,3,1,1,225000,0,0,0,0,0,0,0
"33758",1337084,55,3,1,1,225000,0,0,0,0,0,0,0
"33759",1337305,43,1,1,1,25000,0,0,0,0,0,0,0
"33760",1337381,58,1,1,1,60000,0,0,0,0,0,0,0
"33761",1337399,34,1,0,10,22200,0,0,0,0,0,0,0
"33763",1337685,31,1,0,2,205000,1,1,0,0,0,0,0
"33764",1337699,30,1,1,1,156900,0,0,0,0,0,0,0
"33765",1337699,33,1,1,1,156900,0,0,0,0,0,0,0
"33767",1337784,29,1,1,1,57400,0,0,0,0,0,0,0
"33768",1337784,30,2,1,1,57400,0,0,0,0,0,0,0
"33769",1337841,65,6,0,11,226000,1,0,0,0,0,0,1
"33770",1337841,58,1,1,1,226000,0,0,0,0,0,0,0
"33771",1338022,46,6,0,11,68400,1,0,0,0,0,0,1
"33772",1338022,50,6,1,1,68400,0,0,0,0,0,0,0
"33773",1338331,43,1,1,1,270000,0,0,0,0,0,0,0
"33774",1338331,49,1,1,1,270000,0,0,0,0,0,0,0
"33775",1338331,60,6,1,1,270000,0,0,0,0,0,0,0
"33776",1338380,28,2,1,1,170000,0,0,0,0,0,0,0
"33779",1338569,57,1,1,1,123400,0,0,0,0,0,0,0
"33780",1338569,51,1,1,1,123400,0,0,0,0,0,0,0
"33781",1338569,27,1,0,2,123400,1,1,0,0,0,0,0
"33782",1338725,43,1,0,11,70000,1,0,0,0,0,0,1
"33783",1338796,65,4,0,2,101000,1,1,0,0,0,0,0
"33784",1338810,45,6,0,11,449700,1,0,0,0,0,0,1
"33785",1338810,45,1,0,8,449700,0,0,0,0,0,0,0
"33786",1338843,23,1,0,10,137000,0,0,0,0,0,0,0
"33787",1338843,23,1,0,2,137000,1,1,0,0,0,0,0
"33788",1338847,43,1,1,1,42300,0,0,0,0,0,0,0
"33789",1338847,44,3,1,1,42300,0,0,0,0,0,0,0
"33790",1338902,43,6,0,4,60000,1,0,0,1,0,0,0
"33793",1338971,25,1,0,3,79700,1,0,1,0,0,0,0
"33795",1338971,28,1,0,3,79700,1,0,1,0,0,0,0
"33796",1338971,24,6,1,1,79700,0,0,0,0,0,0,0
"33797",1338995,41,1,1,1,59500,0,0,0,0,0,0,0
"33798",1339051,50,1,0,11,252430,1,0,0,0,0,0,1
"33799",1339051,57,1,1,1,252430,0,0,0,0,0,0,0
"33800",1339258,63,1,0,11,145000,1,0,0,0,0,0,1
"33801",1339258,57,1,0,9,145000,1,0,0,0,0,1,0
"33802",1339329,52,1,1,1,109000,0,0,0,0,0,0,0
"33803",1339329,43,1,1,1,109000,0,0,0,0,0,0,0
"33804",1339381,42,1,1,1,350000,0,0,0,0,0,0,0
"33805",1339381,38,1,1,1,350000,0,0,0,0,0,0,0
"33806",1339426,56,1,0,5,189500,1,0,0,0,1,0,0
"33807",1339426,24,1,1,1,189500,0,0,0,0,0,0,0
"33808",1339449,44,1,1,1,70000,0,0,0,0,0,0,0
"33810",1339450,23,1,0,2,110000,1,1,0,0,0,0,0
"33811",1339450,29,1,1,1,110000,0,0,0,0,0,0,0
"33812",1339672,38,2,1,1,126600,0,0,0,0,0,0,0
"33816",1339891,40,1,1,1,84000,0,0,0,0,0,0,0
"33818",1339923,37,1,1,1,85000,0,0,0,0,0,0,0
"33820",1340098,46,2,0,4,181000,1,0,0,1,0,0,0
"33821",1340098,46,4,0,2,181000,1,1,0,0,0,0,0
"33827",1340236,61,1,1,1,32000,0,0,0,0,0,0,0
"33828",1340375,48,1,1,1,967000,0,0,0,0,0,0,0
"33829",1340375,44,7,1,1,967000,0,0,0,0,0,0,0
"33830",1340375,25,1,0,11,967000,1,0,0,0,0,0,1
"33831",1340377,56,1,1,1,302000,0,0,0,0,0,0,0
"33832",1340377,59,1,1,1,302000,0,0,0,0,0,0,0
"33833",1340377,29,3,1,1,302000,0,0,0,0,0,0,0
"33834",1340377,27,3,1,1,302000,0,0,0,0,0,0,0
"33835",1340379,34,3,1,1,174320,0,0,0,0,0,0,0
"33836",1340379,35,2,0,10,174320,0,0,0,0,0,0,0
"33837",1340447,50,6,0,11,240600,1,0,0,0,0,0,1
"33838",1340447,55,3,1,1,240600,0,0,0,0,0,0,0
"33840",1340553,41,1,1,1,184400,0,0,0,0,0,0,0
"33841",1340617,37,1,1,1,19000,0,0,0,0,0,0,0
"33842",1340672,61,4,1,1,40000,0,0,0,0,0,0,0
"33845",1340726,29,1,1,1,65000,0,0,0,0,0,0,0
"33846",1340766,37,2,1,1,39000,0,0,0,0,0,0,0
"33848",1340859,45,2,1,1,59000,0,0,0,0,0,0,0
"33850",1340879,42,1,1,1,203100,0,0,0,0,0,0,0
"33851",1340928,28,1,1,1,112000,0,0,0,0,0,0,0
"33852",1340928,28,1,0,9,112000,1,0,0,0,0,1,0
"33853",1340965,32,5,1,1,39000,0,0,0,0,0,0,0
"33855",1341001,33,1,0,9,245000,1,0,0,0,0,1,0
"33856",1341001,36,3,1,1,245000,0,0,0,0,0,0,0
"33857",1341001,28,1,0,2,245000,1,1,0,0,0,0,0
"33858",1341001,26,1,0,2,245000,1,1,0,0,0,0,0
"33859",1341033,32,1,1,1,109050,0,0,0,0,0,0,0
"33860",1341143,44,1,1,1,182000,0,0,0,0,0,0,0
"33861",1341143,42,2,1,1,182000,0,0,0,0,0,0,0
"33862",1341275,44,1,1,1,203200,0,0,0,0,0,0,0
"33863",1341275,45,1,0,6,203200,0,0,0,0,0,0,0
"33864",1341275,62,1,1,1,203200,0,0,0,0,0,0,0
"33865",1341276,38,1,1,1,402000,0,0,0,0,0,0,0
"33866",1341276,41,1,1,1,402000,0,0,0,0,0,0,0
"33867",1341301,53,3,1,1,160800,0,0,0,0,0,0,0
"33868",1341301,56,1,1,1,160800,0,0,0,0,0,0,0
"33870",1341301,25,1,1,1,160800,0,0,0,0,0,0,0
"33872",1341381,59,3,1,1,162700,0,0,0,0,0,0,0
"33873",1341381,49,1,1,1,162700,0,0,0,0,0,0,0
"33874",1341381,25,2,1,1,162700,0,0,0,0,0,0,0
"33875",1341517,58,1,1,1,70000,0,0,0,0,0,0,0
"33876",1341571,45,3,1,1,135000,0,0,0,0,0,0,0
"33878",1341589,35,1,1,1,5870,0,0,0,0,0,0,0
"33879",1341589,29,1,1,1,5870,0,0,0,0,0,0,0
"33880",1341655,38,7,1,1,124000,0,0,0,0,0,0,0
"33881",1341655,63,6,1,1,124000,0,0,0,0,0,0,0
"33883",1341706,42,6,0,11,28000,1,0,0,0,0,0,1
"33884",1341779,50,6,0,11,42800,1,0,0,0,0,0,1
"33886",1341808,41,1,1,1,113410,0,0,0,0,0,0,0
"33888",1341933,40,1,1,1,295500,0,0,0,0,0,0,0
"33889",1341933,37,1,1,1,295500,0,0,0,0,0,0,0
"33890",1342023,42,3,1,1,90000,0,0,0,0,0,0,0
"33892",1342023,42,1,1,1,90000,0,0,0,0,0,0,0
"33893",1342023,42,1,1,1,90000,0,0,0,0,0,0,0
"33894",1342216,35,1,1,1,70200,0,0,0,0,0,0,0
"33895",1342216,36,1,1,1,70200,0,0,0,0,0,0,0
"33896",1342223,35,1,0,7,143000,0,0,0,0,0,0,0
"33897",1342223,27,1,0,7,143000,0,0,0,0,0,0,0
"33899",1342233,27,1,1,1,37000,0,0,0,0,0,0,0
"33901",1342233,27,1,1,1,37000,0,0,0,0,0,0,0
"33903",1342526,30,4,0,11,31600,1,0,0,0,0,0,1
"33906",1342633,60,4,1,1,28000,0,0,0,0,0,0,0
"33907",1342635,36,1,1,1,264800,0,0,0,0,0,0,0
"33908",1342635,31,1,1,1,264800,0,0,0,0,0,0,0
"33909",1342635,63,2,1,1,264800,0,0,0,0,0,0,0
"33910",1342743,41,1,1,1,66100,0,0,0,0,0,0,0
"33912",1342781,41,3,1,1,229200,0,0,0,0,0,0,0
"33913",1342781,36,1,1,1,229200,0,0,0,0,0,0,0
"33914",1342951,33,1,0,2,39000,1,1,0,0,0,0,0
"33915",1342951,62,1,1,1,39000,0,0,0,0,0,0,0
"33916",1342962,42,1,1,1,127000,0,0,0,0,0,0,0
"33917",1342962,44,1,1,1,127000,0,0,0,0,0,0,0
"33918",1342973,50,7,0,2,200000,1,1,0,0,0,0,0
"33919",1342992,51,1,0,9,194000,1,0,0,0,0,1,0
"33920",1342992,26,1,1,1,194000,0,0,0,0,0,0,0
"33921",1343022,32,1,1,1,53000,0,0,0,0,0,0,0
"33923",1343219,43,1,1,1,30000,0,0,0,0,0,0,0
"33924",1343241,42,1,1,1,170000,0,0,0,0,0,0,0
"33926",1343329,51,2,1,1,125000,0,0,0,0,0,0,0
"33928",1343347,57,1,1,1,105700,0,0,0,0,0,0,0
"33929",1343487,41,3,1,1,206000,0,0,0,0,0,0,0
"33930",1343487,27,1,1,1,206000,0,0,0,0,0,0,0
"33931",1343532,54,1,1,1,138500,0,0,0,0,0,0,0
"33932",1343599,39,2,1,1,93000,0,0,0,0,0,0,0
"33935",1343812,61,4,1,1,113000,0,0,0,0,0,0,0
"33936",1344169,39,1,0,9,205000,1,0,0,0,0,1,0
"33937",1344169,39,6,1,1,205000,0,0,0,0,0,0,0
"33938",1344189,39,1,1,1,17500,0,0,0,0,0,0,0
"33939",1344372,47,6,1,1,14000,0,0,0,0,0,0,0
"33940",1344381,41,1,1,1,200000,0,0,0,0,0,0,0
"33941",1344504,51,7,1,1,93000,0,0,0,0,0,0,0
"33944",1344539,43,1,1,1,52300,0,0,0,0,0,0,0
"33945",1344539,41,1,0,10,52300,0,0,0,0,0,0,0
"33946",1344709,64,3,1,1,80000,0,0,0,0,0,0,0
"33947",1344720,51,4,1,1,34200,0,0,0,0,0,0,0
"33948",1344720,52,1,1,1,34200,0,0,0,0,0,0,0
"33949",1344850,40,1,0,4,148000,1,0,0,1,0,0,0
"33950",1344850,52,1,0,4,148000,1,0,0,1,0,0,0
"33951",1344850,24,1,1,1,148000,0,0,0,0,0,0,0
"33952",1344954,43,1,0,4,95000,1,0,0,1,0,0,0
"33953",1344954,47,6,1,1,95000,0,0,0,0,0,0,0
"33954",1345041,49,3,1,1,322000,0,0,0,0,0,0,0
"33955",1345041,50,2,0,4,322000,1,0,0,1,0,0,0
"33956",1345047,39,2,1,1,243400,0,0,0,0,0,0,0
"33957",1345047,42,3,0,12,243400,0,0,0,0,0,0,0
"33959",1345188,55,7,0,11,198400,1,0,0,0,0,0,1
"33960",1345190,47,1,1,1,89000,0,0,0,0,0,0,0
"33961",1345190,46,1,1,1,89000,0,0,0,0,0,0,0
"33962",1345267,53,1,1,1,207600,0,0,0,0,0,0,0
"33963",1345274,41,2,1,1,205000,0,0,0,0,0,0,0
"33964",1345274,38,3,1,1,205000,0,0,0,0,0,0,0
"33965",1345340,35,6,1,1,23200,0,0,0,0,0,0,0
"33969",1345563,45,1,0,11,140000,1,0,0,0,0,0,1
"33971",1345581,42,2,1,1,313000,0,0,0,0,0,0,0
"33972",1345783,46,1,1,1,100000,0,0,0,0,0,0,0
"33976",1345913,51,1,1,1,81200,0,0,0,0,0,0,0
"33978",1345913,24,1,1,1,81200,0,0,0,0,0,0,0
"33980",1346187,49,1,1,1,517000,0,0,0,0,0,0,0
"33981",1346187,50,1,1,1,517000,0,0,0,0,0,0,0
"33982",1346287,26,1,1,1,50000,0,0,0,0,0,0,0
"33983",1346287,26,1,0,2,50000,1,1,0,0,0,0,0
"33984",1346373,27,1,0,4,80000,1,0,0,1,0,0,0
"33986",1346389,50,1,1,1,55000,0,0,0,0,0,0,0
"33987",1346402,34,1,0,11,158000,1,0,0,0,0,0,1
"33988",1346402,34,2,1,1,158000,0,0,0,0,0,0,0
"33989",1346425,62,1,0,10,541000,0,0,0,0,0,0,0
"33990",1346425,62,1,0,10,541000,0,0,0,0,0,0,0
"33991",1346464,31,1,1,1,40000,0,0,0,0,0,0,0
"33992",1346566,37,1,0,3,150000,1,0,1,0,0,0,0
"33996",1346658,56,3,1,1,110000,0,0,0,0,0,0,0
"33997",1346658,28,1,1,1,110000,0,0,0,0,0,0,0
"33999",1346687,64,4,1,1,83700,0,0,0,0,0,0,0
"34000",1346687,40,1,1,1,83700,0,0,0,0,0,0,0
"34002",1346840,48,1,1,1,360001,0,0,0,0,0,0,0
"34003",1346840,51,7,0,11,360001,1,0,0,0,0,0,1
"34004",1346868,58,1,1,1,183200,0,0,0,0,0,0,0
"34005",1347013,31,1,0,10,80000,0,0,0,0,0,0,0
"34006",1347098,27,2,0,6,85400,0,0,0,0,0,0,0
"34007",1347098,26,1,1,1,85400,0,0,0,0,0,0,0
"34008",1347152,58,1,1,1,120980,0,0,0,0,0,0,0
"34009",1347152,27,1,1,1,120980,0,0,0,0,0,0,0
"34010",1347152,25,1,1,1,120980,0,0,0,0,0,0,0
"34012",1347360,42,6,0,11,146000,1,0,0,0,0,0,1
"34014",1347401,50,1,1,1,45000,0,0,0,0,0,0,0
"34015",1347401,45,1,1,1,45000,0,0,0,0,0,0,0
"34016",1347429,64,2,1,1,72000,0,0,0,0,0,0,0
"34017",1347429,61,1,0,4,72000,1,0,0,1,0,0,0
"34019",1347490,62,1,1,1,283300,0,0,0,0,0,0,0
"34020",1347508,52,4,1,1,127000,0,0,0,0,0,0,0
"34021",1347644,63,1,1,1,192100,0,0,0,0,0,0,0
"34022",1347644,62,6,1,1,192100,0,0,0,0,0,0,0
"34023",1347831,46,3,0,12,30304,0,0,0,0,0,0,0
"34024",1348089,28,1,1,1,29600,0,0,0,0,0,0,0
"34025",1348129,33,1,1,1,122000,0,0,0,0,0,0,0
"34027",1348129,36,2,1,1,122000,0,0,0,0,0,0,0
"34028",1348228,24,2,0,2,12300,1,1,0,0,0,0,0
"34029",1348254,45,1,1,1,22400,0,0,0,0,0,0,0
"34030",1348298,56,2,1,1,27000,0,0,0,0,0,0,0
"34031",1348334,44,2,0,11,114000,1,0,0,0,0,0,1
"34032",1348334,39,1,1,1,114000,0,0,0,0,0,0,0
"34033",1348334,25,1,1,1,114000,0,0,0,0,0,0,0
"34034",1348417,23,2,1,1,315000,0,0,0,0,0,0,0
"34035",1348417,26,1,0,4,315000,1,0,0,1,0,0,0
"34036",1348417,24,1,0,4,315000,1,0,0,1,0,0,0
"34040",1348576,30,1,1,1,210000,0,0,0,0,0,0,0
"34041",1348576,31,1,1,1,210000,0,0,0,0,0,0,0
"34042",1348641,34,4,1,1,87000,0,0,0,0,0,0,0
"34043",1348641,38,1,1,1,87000,0,0,0,0,0,0,0
"34044",1348814,27,2,0,10,45000,0,0,0,0,0,0,0
"34045",1348814,23,2,0,10,45000,0,0,0,0,0,0,0
"34047",1348922,48,1,1,1,90000,0,0,0,0,0,0,0
"34048",1348922,38,1,1,1,90000,0,0,0,0,0,0,0
"34050",1348943,32,1,0,10,174000,0,0,0,0,0,0,0
"34051",1349012,41,2,0,4,50000,1,0,0,1,0,0,0
"34053",1349314,50,1,1,1,120200,0,0,0,0,0,0,0
"34054",1349333,54,1,1,1,149000,0,0,0,0,0,0,0
"34055",1349371,32,1,1,1,236000,0,0,0,0,0,0,0
"34056",1349371,26,1,0,8,236000,0,0,0,0,0,0,0
"34061",1349537,32,1,1,1,132400,0,0,0,0,0,0,0
"34062",1349537,31,1,1,1,132400,0,0,0,0,0,0,0
"34063",1349537,30,6,0,2,132400,1,1,0,0,0,0,0
"34064",1349562,40,1,1,1,180000,0,0,0,0,0,0,0
"34065",1349562,42,1,1,1,180000,0,0,0,0,0,0,0
"34067",1349618,48,1,1,1,100000,0,0,0,0,0,0,0
"34068",1349657,25,1,1,1,92000,0,0,0,0,0,0,0
"34069",1349657,25,1,0,4,92000,1,0,0,1,0,0,0
"34070",1349664,36,7,0,11,455400,1,0,0,0,0,0,1
"34073",1349868,50,5,1,1,280000,0,0,0,0,0,0,0
"34074",1349868,59,1,1,1,280000,0,0,0,0,0,0,0
"34075",1349919,30,2,1,1,27950,0,0,0,0,0,0,0
"34076",1350001,53,1,1,1,403300,0,0,0,0,0,0,0
"34077",1350001,50,1,1,1,403300,0,0,0,0,0,0,0
"34079",1350374,44,1,1,1,211000,0,0,0,0,0,0,0
"34080",1350387,29,1,0,10,150000,0,0,0,0,0,0,0
"34085",1350666,54,2,0,2,31500,1,1,0,0,0,0,0
"34086",1350680,46,1,1,1,108000,0,0,0,0,0,0,0
"34087",1350680,46,1,1,1,108000,0,0,0,0,0,0,0
"34088",1350686,52,2,1,1,16410,0,0,0,0,0,0,0
"34089",1350686,24,6,1,1,16410,0,0,0,0,0,0,0
"34090",1350729,65,6,0,11,330300,1,0,0,0,0,0,1
"34091",1350795,60,3,0,11,101500,1,0,0,0,0,0,1
"34092",1350795,64,6,1,1,101500,0,0,0,0,0,0,0
"34093",1350807,27,2,0,10,48000,0,0,0,0,0,0,0
"34094",1350832,39,1,1,1,33050,0,0,0,0,0,0,0
"34097",1350874,57,1,1,1,465000,0,0,0,0,0,0,0
"34099",1350899,39,1,1,1,197200,0,0,0,0,0,0,0
"34100",1350969,45,3,1,1,84000,0,0,0,0,0,0,0
"34101",1350969,46,1,1,1,84000,0,0,0,0,0,0,0
"34103",1351007,28,1,1,1,172001,0,0,0,0,0,0,0
"34105",1351060,28,1,1,1,19000,0,0,0,0,0,0,0
"34106",1351080,51,1,1,1,43100,0,0,0,0,0,0,0
"34107",1351080,23,5,1,1,43100,0,0,0,0,0,0,0
"34108",1351126,55,1,1,1,196700,0,0,0,0,0,0,0
"34109",1351126,50,1,1,1,196700,0,0,0,0,0,0,0
"34110",1351126,30,1,0,8,196700,0,0,0,0,0,0,0
"34111",1351126,28,1,0,2,196700,1,1,0,0,0,0,0
"34112",1351203,25,1,0,4,150600,1,0,0,1,0,0,0
"34114",1351224,34,1,1,1,89000,0,0,0,0,0,0,0
"34115",1351281,63,1,1,1,192000,0,0,0,0,0,0,0
"34116",1351396,64,1,0,4,118700,1,0,0,1,0,0,0
"34118",1351563,30,6,0,9,35900,1,0,0,0,0,1,0
"34119",1351563,28,1,0,11,35900,1,0,0,0,0,0,1
"34120",1351578,55,6,1,1,63900,0,0,0,0,0,0,0
"34121",1351578,56,8,1,1,63900,0,0,0,0,0,0,0
"34123",1351585,46,1,1,1,78600,0,0,0,0,0,0,0
"34124",1351585,40,3,1,1,78600,0,0,0,0,0,0,0
"34126",1351718,53,5,1,1,76000,0,0,0,0,0,0,0
"34129",1351804,56,7,1,1,84000,0,0,0,0,0,0,0
"34130",1351804,55,7,1,1,84000,0,0,0,0,0,0,0
"34132",1351900,27,1,1,1,97500,0,0,0,0,0,0,0
"34133",1351901,58,4,1,1,16750,0,0,0,0,0,0,0
"34134",1351901,60,6,1,1,16750,0,0,0,0,0,0,0
