"","SERIALNO","AGEP","COW","JWRIP","JWTR","HINCP","atransit","bus","SC","subway","rail","bike","home"
"5961",236919,24,1,1,1,125600,0,0,0,0,0,0,0
"5966",237230,54,5,1,1,151300,0,0,0,0,0,0,0
"5967",237230,34,1,1,1,151300,0,0,0,0,0,0,0
"5968",237314,57,5,1,1,148000,0,0,0,0,0,0,0
"5969",237314,54,3,1,1,148000,0,0,0,0,0,0,0
"5970",237361,52,6,1,1,22000,0,0,0,0,0,0,0
"5971",237606,62,3,1,1,80300,0,0,0,0,0,0,0
"5972",237696,56,7,1,1,162000,0,0,0,0,0,0,0
"5974",237856,62,2,0,2,540400,1,1,0,0,0,0,0
"5975",237912,42,1,0,5,140000,1,0,0,0,1,0,0
"5976",238017,30,4,0,4,54000,1,0,0,1,0,0,0
"5977",238017,29,1,0,2,54000,1,1,0,0,0,0,0
"5978",238034,44,1,1,1,171000,0,0,0,0,0,0,0
"5979",238034,38,1,0,5,171000,1,0,0,0,1,0,0
"5980",238075,58,5,1,1,138400,0,0,0,0,0,0,0
"5981",238078,45,1,1,1,298000,0,0,0,0,0,0,0
"5982",238078,50,1,1,1,298000,0,0,0,0,0,0,0
"5983",238078,31,1,1,1,298000,0,0,0,0,0,0,0
"5984",238078,23,1,1,1,298000,0,0,0,0,0,0,0
"5985",238165,42,1,1,1,54500,0,0,0,0,0,0,0
"5986",238165,34,1,0,11,54500,1,0,0,0,0,0,1
"5988",238199,34,1,0,5,236000,1,0,0,0,1,0,0
"5989",238242,57,6,1,1,80400,0,0,0,0,0,0,0
"5990",238242,57,1,1,1,80400,0,0,0,0,0,0,0
"5991",238247,30,1,0,2,110000,1,1,0,0,0,0,0
"5993",238267,64,1,1,1,73000,0,0,0,0,0,0,0
"5995",238326,32,1,0,2,246000,1,1,0,0,0,0,0
"5997",238326,28,1,0,5,246000,1,0,0,0,1,0,0
"5998",238326,28,3,1,1,246000,0,0,0,0,0,0,0
"5999",238326,26,6,0,11,246000,1,0,0,0,0,0,1
"6000",238339,63,1,1,1,179100,0,0,0,0,0,0,0
"6002",238438,58,1,1,1,132600,0,0,0,0,0,0,0
"6003",238438,23,3,1,1,132600,0,0,0,0,0,0,0
"6004",238503,55,1,0,4,72000,1,0,0,1,0,0,0
"6007",238698,39,1,1,1,220000,0,0,0,0,0,0,0
"6009",238853,57,1,1,1,111064,0,0,0,0,0,0,0
"6010",238927,39,1,1,1,436050,0,0,0,0,0,0,0
"6011",238927,35,1,1,1,436050,0,0,0,0,0,0,0
"6012",238935,54,6,1,1,68000,0,0,0,0,0,0,0
"6013",238965,54,3,1,1,149500,0,0,0,0,0,0,0
"6014",238965,50,1,1,1,149500,0,0,0,0,0,0,0
"6015",239004,54,1,1,1,91300,0,0,0,0,0,0,0
"6016",239004,33,1,1,1,91300,0,0,0,0,0,0,0
"6017",239004,32,1,1,1,91300,0,0,0,0,0,0,0
"6019",239005,42,1,1,1,315450,0,0,0,0,0,0,0
"6021",239027,28,3,1,1,152210,0,0,0,0,0,0,0
"6022",239027,62,2,1,1,152210,0,0,0,0,0,0,0
"6023",239027,31,4,1,1,152210,0,0,0,0,0,0,0
"6024",239143,57,1,0,4,208500,1,0,0,1,0,0,0
"6025",239177,38,5,0,2,184000,1,1,0,0,0,0,0
"6026",239177,32,5,1,1,184000,0,0,0,0,0,0,0
"6027",239370,58,1,1,1,49300,0,0,0,0,0,0,0
"6030",239384,54,1,0,4,300000,1,0,0,1,0,0,0
"6031",239384,56,1,1,1,300000,0,0,0,0,0,0,0
"6032",239417,35,1,0,9,140750,1,0,0,0,0,1,0
"6033",239417,28,1,1,1,140750,0,0,0,0,0,0,0
"6035",239474,24,1,0,2,125740,1,1,0,0,0,0,0
"6036",239512,50,1,1,1,186100,0,0,0,0,0,0,0
"6037",239512,49,3,1,1,186100,0,0,0,0,0,0,0
"6038",239836,43,1,0,9,280000,1,0,0,0,0,1,0
"6039",239967,51,6,1,1,100000,0,0,0,0,0,0,0
"6041",240035,33,3,1,1,68000,0,0,0,0,0,0,0
"6042",240036,63,1,1,1,78650,0,0,0,0,0,0,0
"6044",240293,53,7,0,10,85000,0,0,0,0,0,0,0
"6046",240310,30,1,1,1,80000,0,0,0,0,0,0,0
"6048",240379,54,2,1,1,405000,0,0,0,0,0,0,0
"6049",240395,37,1,1,1,61000,0,0,0,0,0,0,0
"6052",240557,40,3,1,1,148000,0,0,0,0,0,0,0
"6053",240576,54,1,0,9,364600,1,0,0,0,0,1,0
"6054",240576,42,1,1,1,364600,0,0,0,0,0,0,0
"6055",240609,27,1,1,1,8500,0,0,0,0,0,0,0
"6056",240620,37,1,1,1,87000,0,0,0,0,0,0,0
"6057",240620,38,1,1,1,87000,0,0,0,0,0,0,0
"6060",240766,58,1,1,1,87000,0,0,0,0,0,0,0
"6061",240766,46,1,1,1,87000,0,0,0,0,0,0,0
"6063",241069,38,1,1,1,218000,0,0,0,0,0,0,0
"6065",241166,33,3,1,1,99000,0,0,0,0,0,0,0
"6066",241175,53,1,1,1,532000,0,0,0,0,0,0,0
"6067",241175,44,1,0,4,532000,1,0,0,1,0,0,0
"6068",241273,52,6,1,1,180000,0,0,0,0,0,0,0
"6069",241273,41,1,1,1,180000,0,0,0,0,0,0,0
"6070",241281,44,1,0,4,140900,1,0,0,1,0,0,0
"6071",241281,37,3,1,1,140900,0,0,0,0,0,0,0
"6073",241299,59,1,1,1,297480,0,0,0,0,0,0,0
"6074",241307,53,1,1,1,15900,0,0,0,0,0,0,0
"6075",241382,63,3,1,1,33800,0,0,0,0,0,0,0
"6076",241382,58,2,1,1,33800,0,0,0,0,0,0,0
"6077",241411,52,1,1,1,213800,0,0,0,0,0,0,0
"6078",241411,58,2,1,1,213800,0,0,0,0,0,0,0
"6080",241411,35,2,1,1,213800,0,0,0,0,0,0,0
"6082",241501,43,1,1,1,138800,0,0,0,0,0,0,0
"6083",241501,23,1,1,1,138800,0,0,0,0,0,0,0
"6084",241588,29,1,1,1,130000,0,0,0,0,0,0,0
"6085",241605,55,4,1,1,70000,0,0,0,0,0,0,0
"6088",241641,56,1,1,1,91000,0,0,0,0,0,0,0
"6089",241641,50,1,1,1,91000,0,0,0,0,0,0,0
"6091",241641,36,1,1,1,91000,0,0,0,0,0,0,0
"6094",241753,44,3,1,1,72000,0,0,0,0,0,0,0
"6095",241871,58,1,0,5,101500,1,0,0,0,1,0,0
"6098",242024,50,4,1,1,146600,0,0,0,0,0,0,0
"6099",242024,46,6,0,11,146600,1,0,0,0,0,0,1
"6100",242083,33,1,1,1,23400,0,0,0,0,0,0,0
"6103",242189,41,3,1,1,153000,0,0,0,0,0,0,0
"6104",242189,42,1,0,4,153000,1,0,0,1,0,0,0
"6105",242230,51,1,0,4,120000,1,0,0,1,0,0,0
"6106",242247,44,1,0,2,99000,1,1,0,0,0,0,0
"6107",242284,52,1,0,10,15050,0,0,0,0,0,0,0
"6110",242519,30,1,1,1,40000,0,0,0,0,0,0,0
"6111",242523,24,1,1,1,54000,0,0,0,0,0,0,0
"6112",242527,56,2,1,1,140000,0,0,0,0,0,0,0
"6113",242572,64,1,1,1,105900,0,0,0,0,0,0,0
"6114",242572,41,1,1,1,105900,0,0,0,0,0,0,0
"6115",242753,32,1,1,1,170000,0,0,0,0,0,0,0
"6116",242753,35,1,1,1,170000,0,0,0,0,0,0,0
"6118",242914,47,2,0,4,123000,1,0,0,1,0,0,0
"6119",242990,28,1,1,1,124000,0,0,0,0,0,0,0
"6120",243056,54,3,1,1,134000,0,0,0,0,0,0,0
"6121",243056,37,6,0,11,134000,1,0,0,0,0,0,1
"6122",243239,64,1,0,11,134100,1,0,0,0,0,0,1
"6123",243239,30,1,1,1,134100,0,0,0,0,0,0,0
"6125",243297,39,1,0,9,46000,1,0,0,0,0,1,0
"6126",243321,49,3,1,1,91500,0,0,0,0,0,0,0
"6127",243332,54,1,1,1,141000,0,0,0,0,0,0,0
"6128",243332,45,1,1,1,141000,0,0,0,0,0,0,0
"6129",243561,40,1,1,1,120000,0,0,0,0,0,0,0
"6131",243604,53,1,1,1,34000,0,0,0,0,0,0,0
"6132",243637,38,1,0,11,130000,1,0,0,0,0,0,1
"6133",243637,37,1,1,1,130000,0,0,0,0,0,0,0
"6134",243712,36,1,1,1,90000,0,0,0,0,0,0,0
"6138",243857,43,7,1,1,150800,0,0,0,0,0,0,0
"6139",243949,45,4,1,1,124000,0,0,0,0,0,0,0
"6140",243952,25,1,1,1,23000,0,0,0,0,0,0,0
"6142",243989,41,5,1,1,185000,0,0,0,0,0,0,0
"6143",243989,37,1,1,1,185000,0,0,0,0,0,0,0
"6144",243992,28,2,0,9,47700,1,0,0,0,0,1,0
"6145",243992,29,1,0,9,47700,1,0,0,0,0,1,0
"6148",244061,56,1,0,11,240000,1,0,0,0,0,0,1
"6150",244072,34,1,1,1,20400,0,0,0,0,0,0,0
"6151",244072,36,3,0,2,20400,1,1,0,0,0,0,0
"6152",244090,64,4,0,2,45500,1,1,0,0,0,0,0
"6155",244090,32,1,1,1,45500,0,0,0,0,0,0,0
"6158",244354,29,1,0,4,229700,1,0,0,1,0,0,0
"6162",244457,55,1,1,1,51500,0,0,0,0,0,0,0
"6163",244551,52,1,1,1,130800,0,0,0,0,0,0,0
"6165",244551,26,1,0,4,130800,1,0,0,1,0,0,0
"6166",244592,55,1,1,1,113500,0,0,0,0,0,0,0
"6167",244592,48,1,1,1,113500,0,0,0,0,0,0,0
"6168",244600,56,3,1,1,120000,0,0,0,0,0,0,0
"6169",244685,52,1,1,1,320000,0,0,0,0,0,0,0
"6170",244685,48,1,1,1,320000,0,0,0,0,0,0,0
"6171",244768,54,1,1,1,85000,0,0,0,0,0,0,0
"6175",244854,32,3,1,1,58300,0,0,0,0,0,0,0
"6176",244854,30,2,0,11,58300,1,0,0,0,0,0,1
"6177",244918,50,7,1,1,40300,0,0,0,0,0,0,0
"6178",244919,43,3,0,9,31100,1,0,0,0,0,1,0
"6179",244982,35,1,1,1,65000,0,0,0,0,0,0,0
"6180",244982,39,1,1,1,65000,0,0,0,0,0,0,0
"6181",245026,36,3,0,10,77000,0,0,0,0,0,0,0
"6182",245026,39,1,1,1,77000,0,0,0,0,0,0,0
"6183",245046,61,2,1,1,113000,0,0,0,0,0,0,0
"6184",245103,47,4,1,1,185000,0,0,0,0,0,0,0
"6185",245103,45,1,1,1,185000,0,0,0,0,0,0,0
"6188",245468,30,1,1,1,240000,0,0,0,0,0,0,0
"6189",245468,29,1,1,1,240000,0,0,0,0,0,0,0
"6190",245470,64,1,0,11,185500,1,0,0,0,0,0,1
"6192",245543,23,1,0,9,94500,1,0,0,0,0,1,0
"6195",245828,34,2,0,5,71000,1,0,0,0,1,0,0
"6196",245868,45,1,1,1,194800,0,0,0,0,0,0,0
"6198",245931,40,1,1,1,147000,0,0,0,0,0,0,0
"6200",245961,29,1,1,1,146000,0,0,0,0,0,0,0
"6201",245977,42,1,0,9,200000,1,0,0,0,0,1,0
"6202",246073,49,1,1,1,240000,0,0,0,0,0,0,0
"6203",246073,49,1,1,1,240000,0,0,0,0,0,0,0
"6204",246168,47,3,0,10,99600,0,0,0,0,0,0,0
"6205",246288,31,1,1,1,104100,0,0,0,0,0,0,0
"6206",246288,30,1,1,1,104100,0,0,0,0,0,0,0
"6207",246327,28,1,0,2,150000,1,1,0,0,0,0,0
"6208",246327,29,1,0,2,150000,1,1,0,0,0,0,0
"6209",246332,50,1,1,1,200000,0,0,0,0,0,0,0
"6210",246402,65,6,1,1,63100,0,0,0,0,0,0,0
"6211",246619,31,1,1,1,145000,0,0,0,0,0,0,0
"6212",246619,29,1,1,1,145000,0,0,0,0,0,0,0
"6213",246633,31,1,0,3,100000,1,0,1,0,0,0,0
"6214",246640,41,1,1,1,48000,0,0,0,0,0,0,0
"6215",246661,61,6,0,4,100000,1,0,0,1,0,0,0
"6217",246726,60,1,0,4,59900,1,0,0,1,0,0,0
"6219",246853,46,6,1,1,124000,0,0,0,0,0,0,0
"6221",246871,29,1,1,1,174100,0,0,0,0,0,0,0
"6222",246871,26,1,1,1,174100,0,0,0,0,0,0,0
"6223",246910,56,4,1,1,92000,0,0,0,0,0,0,0
"6224",246910,57,1,1,1,92000,0,0,0,0,0,0,0
"6225",246957,35,1,1,1,225001,0,0,0,0,0,0,0
"6226",246957,34,1,1,1,225001,0,0,0,0,0,0,0
"6227",246967,40,1,1,1,30000,0,0,0,0,0,0,0
"6229",247030,26,1,1,1,91000,0,0,0,0,0,0,0
"6230",247030,55,1,1,1,91000,0,0,0,0,0,0,0
"6231",247030,53,1,1,1,91000,0,0,0,0,0,0,0
"6232",247032,47,1,1,1,187800,0,0,0,0,0,0,0
"6233",247032,25,1,1,1,187800,0,0,0,0,0,0,0
"6234",247032,47,2,1,1,187800,0,0,0,0,0,0,0
"6236",247071,43,1,1,1,90500,0,0,0,0,0,0,0
"6237",247114,34,1,1,1,97000,0,0,0,0,0,0,0
"6239",247140,25,1,1,1,142000,0,0,0,0,0,0,0
"6240",247140,27,1,1,1,142000,0,0,0,0,0,0,0
"6241",247381,34,1,1,1,52460,0,0,0,0,0,0,0
"6242",247560,65,1,1,1,114000,0,0,0,0,0,0,0
"6243",247572,38,1,1,1,132000,0,0,0,0,0,0,0
"6244",247656,31,1,1,1,54300,0,0,0,0,0,0,0
"6246",247662,52,1,1,1,250000,0,0,0,0,0,0,0
"6248",247807,61,1,1,1,44200,0,0,0,0,0,0,0
"6250",247807,33,1,0,9,44200,1,0,0,0,0,1,0
"6251",247841,35,1,1,1,20000,0,0,0,0,0,0,0
"6253",247870,40,6,0,11,10900,1,0,0,0,0,0,1
"6256",248028,34,1,1,1,205500,0,0,0,0,0,0,0
"6257",248028,34,2,1,1,205500,0,0,0,0,0,0,0
"6258",248052,46,1,1,1,565000,0,0,0,0,0,0,0
"6259",248052,44,1,0,5,565000,1,0,0,0,1,0,0
"6260",248087,52,1,0,10,90000,0,0,0,0,0,0,0
"6261",248242,37,1,1,1,319000,0,0,0,0,0,0,0
"6262",248242,38,6,1,1,319000,0,0,0,0,0,0,0
"6263",248242,33,1,1,1,319000,0,0,0,0,0,0,0
"6264",248242,65,1,1,1,319000,0,0,0,0,0,0,0
"6267",248250,46,1,1,1,110000,0,0,0,0,0,0,0
"6268",248250,44,1,1,1,110000,0,0,0,0,0,0,0
"6269",248365,39,1,1,1,73000,0,0,0,0,0,0,0
"6270",248384,62,3,1,1,120000,0,0,0,0,0,0,0
"6272",248513,36,6,1,1,98500,0,0,0,0,0,0,0
"6273",248513,34,1,1,1,98500,0,0,0,0,0,0,0
"6274",248513,36,1,1,1,98500,0,0,0,0,0,0,0
"6275",248538,48,1,0,11,706500,1,0,0,0,0,0,1
"6276",248538,61,7,1,1,706500,0,0,0,0,0,0,0
"6279",248578,64,7,1,1,25000,0,0,0,0,0,0,0
"6283",248628,25,1,1,1,33900,0,0,0,0,0,0,0
"6284",248651,54,7,1,1,30000,0,0,0,0,0,0,0
"6285",248652,48,5,1,1,188400,0,0,0,0,0,0,0
"6286",248652,44,3,1,1,188400,0,0,0,0,0,0,0
"6287",248689,42,6,0,4,25900,1,0,0,1,0,0,0
"6288",248689,41,1,1,1,25900,0,0,0,0,0,0,0
"6290",248724,57,1,1,1,247600,0,0,0,0,0,0,0
"6291",248724,30,1,1,1,247600,0,0,0,0,0,0,0
"6293",248803,35,4,1,1,15000,0,0,0,0,0,0,0
"6294",248803,36,6,1,1,15000,0,0,0,0,0,0,0
"6295",248816,34,3,1,1,178000,0,0,0,0,0,0,0
"6297",248881,44,7,0,11,366400,1,0,0,0,0,0,1
"6299",248895,53,1,1,1,88000,0,0,0,0,0,0,0
"6301",248956,62,5,0,2,178000,1,1,0,0,0,0,0
"6303",248956,24,1,1,1,178000,0,0,0,0,0,0,0
"6304",249007,42,1,1,1,114300,0,0,0,0,0,0,0
"6305",249007,42,6,1,1,114300,0,0,0,0,0,0,0
"6306",249007,23,1,1,1,114300,0,0,0,0,0,0,0
"6307",249109,59,3,1,1,30000,0,0,0,0,0,0,0
"6310",249362,39,3,0,10,184000,0,0,0,0,0,0,0
"6311",249362,39,5,0,4,184000,1,0,0,1,0,0,0
"6312",249442,46,2,1,1,93500,0,0,0,0,0,0,0
"6313",249442,49,2,1,1,93500,0,0,0,0,0,0,0
"6314",249442,28,1,1,1,93500,0,0,0,0,0,0,0
"6315",249502,57,3,1,1,108100,0,0,0,0,0,0,0
"6316",249502,62,2,1,1,108100,0,0,0,0,0,0,0
"6317",249502,25,3,1,1,108100,0,0,0,0,0,0,0
"6320",249508,27,1,1,1,252000,0,0,0,0,0,0,0
"6321",249508,25,1,1,1,252000,0,0,0,0,0,0,0
"6322",249546,52,1,1,1,71000,0,0,0,0,0,0,0
"6323",249874,48,3,1,1,92200,0,0,0,0,0,0,0
"6324",249905,49,1,1,1,100000,0,0,0,0,0,0,0
"6325",249905,46,1,1,1,100000,0,0,0,0,0,0,0
"6326",249905,24,1,1,1,100000,0,0,0,0,0,0,0
"6327",249949,45,1,0,4,152030,1,0,0,1,0,0,0
"6328",249949,53,1,0,4,152030,1,0,0,1,0,0,0
"6329",249996,52,4,1,1,167000,0,0,0,0,0,0,0
"6332",249996,23,1,1,1,167000,0,0,0,0,0,0,0
"6333",250027,62,7,1,1,324550,0,0,0,0,0,0,0
"6336",250065,54,1,1,1,745000,0,0,0,0,0,0,0
"6338",250082,40,1,1,1,206000,0,0,0,0,0,0,0
"6339",250082,42,1,0,11,206000,1,0,0,0,0,0,1
"6342",250124,56,7,0,11,341000,1,0,0,0,0,0,1
"6343",250124,56,3,0,4,341000,1,0,0,1,0,0,0
"6344",250124,24,1,0,4,341000,1,0,0,1,0,0,0
"6345",250155,64,1,1,1,85000,0,0,0,0,0,0,0
"6346",250155,60,1,1,1,85000,0,0,0,0,0,0,0
"6349",250200,32,1,1,1,95000,0,0,0,0,0,0,0
"6350",250223,30,1,1,1,102000,0,0,0,0,0,0,0
"6352",250254,46,1,1,1,251000,0,0,0,0,0,0,0
"6353",250254,45,1,1,1,251000,0,0,0,0,0,0,0
"6354",250259,35,1,0,11,36000,1,0,0,0,0,0,1
"6355",250259,37,1,0,12,36000,0,0,0,0,0,0,0
"6356",250303,59,6,1,1,115000,0,0,0,0,0,0,0
"6357",250303,59,6,1,1,115000,0,0,0,0,0,0,0
"6358",250341,58,4,1,1,125000,0,0,0,0,0,0,0
"6359",250341,59,4,1,1,125000,0,0,0,0,0,0,0
"6360",250405,36,1,1,1,127000,0,0,0,0,0,0,0
"6361",250577,30,1,0,10,485000,0,0,0,0,0,0,0
"6362",250577,33,6,0,11,485000,1,0,0,0,0,0,1
"6363",250595,57,1,1,1,69500,0,0,0,0,0,0,0
"6364",250595,51,1,1,1,69500,0,0,0,0,0,0,0
"6365",250636,56,1,1,1,62000,0,0,0,0,0,0,0
"6366",250636,25,1,1,1,62000,0,0,0,0,0,0,0
"6367",250730,50,2,1,1,142000,0,0,0,0,0,0,0
"6368",250730,46,2,1,1,142000,0,0,0,0,0,0,0
"6369",250970,61,1,0,4,120200,1,0,0,1,0,0,0
"6370",250970,36,1,0,4,120200,1,0,0,1,0,0,0
"6371",250970,23,1,1,1,120200,0,0,0,0,0,0,0
"6372",250970,32,1,1,1,120200,0,0,0,0,0,0,0
"6373",250996,31,1,1,1,129910,0,0,0,0,0,0,0
"6374",250996,34,1,0,9,129910,1,0,0,0,0,1,0
"6375",250996,30,4,0,9,129910,1,0,0,0,0,1,0
"6376",250996,30,1,0,2,129910,1,1,0,0,0,0,0
"6377",250996,28,1,0,2,129910,1,1,0,0,0,0,0
"6378",251010,25,1,1,1,130000,0,0,0,0,0,0,0
"6379",251010,26,1,1,1,130000,0,0,0,0,0,0,0
"6381",251048,59,1,1,1,33800,0,0,0,0,0,0,0
"6382",251072,52,1,1,1,403700,0,0,0,0,0,0,0
"6386",251167,61,8,0,11,97500,1,0,0,0,0,0,1
"6388",251237,59,5,1,1,77200,0,0,0,0,0,0,0
"6389",251355,37,1,1,1,245000,0,0,0,0,0,0,0
"6390",251355,48,1,1,1,245000,0,0,0,0,0,0,0
"6392",251361,37,1,0,11,15400,1,0,0,0,0,0,1
"6393",251370,46,2,1,1,131200,0,0,0,0,0,0,0
"6394",251376,36,6,1,1,87000,0,0,0,0,0,0,0
"6395",251491,51,7,0,11,120000,1,0,0,0,0,0,1
"6396",251491,54,7,1,1,120000,0,0,0,0,0,0,0
"6398",251648,51,1,1,1,45000,0,0,0,0,0,0,0
"6400",251655,39,1,1,1,456110,0,0,0,0,0,0,0
"6401",251816,31,1,0,9,55000,1,0,0,0,0,1,0
"6402",251816,31,1,0,8,55000,0,0,0,0,0,0,0
"6403",251824,51,1,1,1,110000,0,0,0,0,0,0,0
"6404",251824,50,2,1,1,110000,0,0,0,0,0,0,0
"6406",251825,26,3,1,1,45000,0,0,0,0,0,0,0
"6407",251847,56,1,1,1,70000,0,0,0,0,0,0,0
"6408",251847,57,1,1,1,70000,0,0,0,0,0,0,0
"6409",251860,55,6,1,1,40000,0,0,0,0,0,0,0
"6410",251860,49,1,0,11,40000,1,0,0,0,0,0,1
"6412",251921,65,2,1,1,61000,0,0,0,0,0,0,0
"6413",251946,64,1,1,1,6000,0,0,0,0,0,0,0
"6414",251993,57,2,1,1,129600,0,0,0,0,0,0,0
"6416",252056,53,7,1,1,120000,0,0,0,0,0,0,0
"6417",252110,55,1,1,1,464000,0,0,0,0,0,0,0
"6418",252110,55,1,0,5,464000,1,0,0,0,1,0,0
"6419",252164,61,1,1,1,455000,0,0,0,0,0,0,0
"6423",252328,65,1,1,1,112500,0,0,0,0,0,0,0
"6424",252416,34,3,1,1,103000,0,0,0,0,0,0,0
"6427",252571,47,1,1,1,29500,0,0,0,0,0,0,0
"6428",252571,48,6,0,10,29500,0,0,0,0,0,0,0
"6429",252663,29,1,1,1,74000,0,0,0,0,0,0,0
"6430",252663,32,1,1,1,74000,0,0,0,0,0,0,0
"6431",252678,59,6,1,1,51800,0,0,0,0,0,0,0
"6432",252678,24,1,1,1,51800,0,0,0,0,0,0,0
"6433",252709,30,1,1,1,123140,0,0,0,0,0,0,0
"6434",252709,26,2,1,1,123140,0,0,0,0,0,0,0
"6435",252709,57,1,1,1,123140,0,0,0,0,0,0,0
"6438",252861,52,3,0,9,245000,1,0,0,0,0,1,0
"6439",252861,34,1,0,4,245000,1,0,0,1,0,0,0
"6440",252977,49,1,0,10,50000,0,0,0,0,0,0,0
"6441",252996,62,4,0,2,140800,1,1,0,0,0,0,0
"6442",253107,38,1,1,1,114600,0,0,0,0,0,0,0
"6443",253107,40,1,1,1,114600,0,0,0,0,0,0,0
"6444",253128,38,1,1,1,904600,0,0,0,0,0,0,0
"6446",253147,58,1,1,1,32000,0,0,0,0,0,0,0
"6447",253332,34,1,1,1,120000,0,0,0,0,0,0,0
"6448",253332,31,1,1,1,120000,0,0,0,0,0,0,0
"6449",253374,27,1,0,2,50000,1,1,0,0,0,0,0
"6450",253390,61,1,1,1,26000,0,0,0,0,0,0,0
"6452",253393,48,1,1,1,126000,0,0,0,0,0,0,0
"6454",253623,36,1,1,1,52500,0,0,0,0,0,0,0
"6455",253632,41,1,1,1,188000,0,0,0,0,0,0,0
"6456",253632,37,1,0,11,188000,1,0,0,0,0,0,1
"6457",253717,47,6,0,11,4200,1,0,0,0,0,0,1
"6458",253741,29,1,1,1,150000,0,0,0,0,0,0,0
"6460",253783,58,1,1,1,189000,0,0,0,0,0,0,0
"6462",253789,59,1,0,11,100000,1,0,0,0,0,0,1
"6463",253789,57,6,1,1,100000,0,0,0,0,0,0,0
"6464",253927,47,1,0,9,139000,1,0,0,0,0,1,0
"6465",253927,47,1,0,9,139000,1,0,0,0,0,1,0
"6466",254165,53,1,0,6,120000,0,0,0,0,0,0,0
"6467",254294,42,7,1,1,100000,0,0,0,0,0,0,0
"6468",254294,43,7,1,1,100000,0,0,0,0,0,0,0
"6469",254297,59,1,1,1,475000,0,0,0,0,0,0,0
"6471",254412,52,3,1,1,200100,0,0,0,0,0,0,0
"6473",254413,40,4,1,1,80000,0,0,0,0,0,0,0
"6475",254430,43,1,0,2,169000,1,1,0,0,0,0,0
"6476",254430,33,1,1,1,169000,0,0,0,0,0,0,0
"6477",254470,52,7,0,11,29200,1,0,0,0,0,0,1
"6478",254470,46,8,0,11,29200,1,0,0,0,0,0,1
"6480",254874,41,1,1,1,320000,0,0,0,0,0,0,0
"6481",254874,53,2,1,1,320000,0,0,0,0,0,0,0
"6483",254932,48,1,1,1,96000,0,0,0,0,0,0,0
"6484",255045,38,1,1,1,320000,0,0,0,0,0,0,0
"6485",255045,35,1,1,1,320000,0,0,0,0,0,0,0
"6486",255057,56,2,1,1,106500,0,0,0,0,0,0,0
"6487",255057,56,1,1,1,106500,0,0,0,0,0,0,0
"6488",255237,51,5,0,2,392000,1,1,0,0,0,0,0
"6489",255237,51,5,1,1,392000,0,0,0,0,0,0,0
"6490",255240,28,1,0,2,72800,1,1,0,0,0,0,0
"6491",255240,44,1,0,4,72800,1,0,0,1,0,0,0
"6493",255469,42,1,0,11,100000,1,0,0,0,0,0,1
"6494",255573,35,1,1,1,138800,0,0,0,0,0,0,0
"6496",255573,28,1,1,1,138800,0,0,0,0,0,0,0
"6497",255573,39,3,1,1,138800,0,0,0,0,0,0,0
"6498",255740,57,1,1,1,123200,0,0,0,0,0,0,0
"6499",255740,52,3,1,1,123200,0,0,0,0,0,0,0
"6500",255740,25,1,1,1,123200,0,0,0,0,0,0,0
"6501",255797,23,1,1,1,83200,0,0,0,0,0,0,0
"6503",256028,30,1,1,1,236000,0,0,0,0,0,0,0
"6506",256265,54,1,1,1,72300,0,0,0,0,0,0,0
"6507",256265,44,1,1,1,72300,0,0,0,0,0,0,0
"6508",256357,54,7,1,1,222000,0,0,0,0,0,0,0
"6509",256357,23,1,1,1,222000,0,0,0,0,0,0,0
"6510",256366,56,1,1,1,106000,0,0,0,0,0,0,0
"6511",256371,31,1,0,4,150000,1,0,0,1,0,0,0
"6512",256371,42,7,1,1,150000,0,0,0,0,0,0,0
"6514",256392,36,6,1,1,8700,0,0,0,0,0,0,0
"6515",256545,48,1,1,1,226000,0,0,0,0,0,0,0
"6516",256545,52,1,1,1,226000,0,0,0,0,0,0,0
"6518",256576,42,1,0,4,169200,1,0,0,1,0,0,0
"6520",256597,54,1,1,1,64400,0,0,0,0,0,0,0
"6523",256779,52,1,0,4,122000,1,0,0,1,0,0,0
"6524",256796,62,2,1,1,356400,0,0,0,0,0,0,0
"6525",256997,32,6,0,11,60000,1,0,0,0,0,0,1
"6526",257057,43,1,1,1,199500,0,0,0,0,0,0,0
"6527",257057,42,1,1,1,199500,0,0,0,0,0,0,0
"6529",257407,44,1,1,1,129600,0,0,0,0,0,0,0
"6530",257407,47,1,1,1,129600,0,0,0,0,0,0,0
"6531",257529,51,2,1,1,140500,0,0,0,0,0,0,0
"6532",257529,60,1,1,1,140500,0,0,0,0,0,0,0
"6533",257533,43,6,1,1,88000,0,0,0,0,0,0,0
"6534",257533,45,1,1,1,88000,0,0,0,0,0,0,0
"6536",257685,61,1,1,1,180800,0,0,0,0,0,0,0
"6537",257703,35,1,1,1,42050,0,0,0,0,0,0,0
"6539",257774,61,3,1,1,84000,0,0,0,0,0,0,0
"6540",257797,51,3,1,1,132000,0,0,0,0,0,0,0
"6541",257797,50,1,1,1,132000,0,0,0,0,0,0,0
"6542",257802,45,6,1,1,55000,0,0,0,0,0,0,0
"6543",257882,61,1,1,1,64000,0,0,0,0,0,0,0
"6544",257997,30,1,0,2,203000,1,1,0,0,0,0,0
"6545",257997,29,1,1,1,203000,0,0,0,0,0,0,0
"6546",257997,28,1,0,2,203000,1,1,0,0,0,0,0
